German,English
antlitz,face
gunn,gun
offensichtliche,obvious
bekamst,got
wilbur,Wilbur
außergewöhnlichen,extraordinary
wallander,Wallander
cds,CDs
erwägen,consider
zerquetschen,crush
antat,anta
u.,u.
aufzutreiben,ride
lenke,steering
flott,brisk
vortreten,step up
helles,light
sake,sake
trauung,wedding
leitende,leader
beiße,bite
erspar,spar
unbekanntes,unknown
technologien,technologies
columbus,columbus
landsleute,compatriots
englischer,English
lieh,borrowed
wucht,force
abblasen,blow out
abi,abi
corinne,corinne
tobi,tobi
vergießen,shed
ale,ale
aktiviere,activate
lebendigem,lively
tin,tin
leidtut,sustain
zulässt,allows
bescheidenen,modest
mühen,trouble
verkäuferin,saleswoman
wiedergesehen,re -seen
eistee,Icetea
entführten,kidnapped
klippen,cliff
riemen,belt
ungesund,unhealthy
herausgefordert,challenged
peace,peace
abgehoben,picked up
beklagt,complained
bietest,bid test
erläutern,explain
beerdigungen,funerals
hung,hunger
jaime,jaime
cotton,cotton
wegging,went away
himmlische,heavenly
stabilität,stability
ungehorsam,disobedience
wuchsen,growth
kamt,Kamt
dumpfbacke,dull cheek
samaritan,Samaritan
dorfes,village
jepp,jepp
unmoralisch,immoral
schlafenszeit,bedtime
durchgezogen,pulled through
schlaumeier,wise guy
klassisch,classic
dash,dash
wißt,knew
margarita,Margarita
herausfinde,find out
umstimmen,vote
schlossen,lock
wegschaffen,get away
abteil,compartment
unverzeihlich,unforgivable
augenblicklich,instant
fesselt,captivated
sforza,sforza
trümmern,ruins
bürgersteig,sidewalk
dunn,thin
infanterie,infantry
süßeste,sweetest
kakerlake,cockroach
beeindruckende,impressive
zertrümmert,smashed
liebeskummer,lovesickness
endgültige,final
übertreffen,exceed
valium,valium
schnellstmöglich,as soon as possible
bedecken,cover
gnadenlos,merciless
titelmusik,title music
begierde,desire
syrien,Syria
hmmm,Hmmm
zurückschlagen,strike back
negativen,negative
believe,Believe
zirkel,circle
werben,advertise
gemüt,mind
taxis,taxis
sunshine,sunshine
basteln,craft
beinbruch,broken leg
rückschlag,setback
feigheit,cowardice
verspäten,to delay
aires,Aires
genetischen,genetic
leinen,linen
abspielen,play
fahrerflucht,driver escape
enthielt,contained
wohnheim,dormitory
sylvie,Sylvie
papieren,papers
überlebten,survive
steroide,steroid
formulieren,formulate
labil,unstable
geheimhaltung,confidentiality
zusammenzuarbeiten,work together
chemischen,chemical
wählten,chose
herausbekommen,get out
vorderen,front
bestenfalls,at best
bluffen,bluff
fingerabdrücken,fingerprint
erinner,remember
schraubenzieher,screwdriver
abbringen,take off
stütze,support
anja,Anja
halunke,half
gunther,Gunther
prellungen,bruises
klettere,climbing
schmerzlos,painless
high-school,high school
verwandle,swing
verständnisvoll,understanding
rossi,Rossi
annette,Annette
zahnpasta,toothpaste
stach,steam
80er,80s
gefährlichste,most dangerous
tagesordnung,Agenda
kalorien,calories
aufgedreht,crazy
ire,Irishman
verklemmt,uptight
prescott,Prescott
hügeln,hill
durchbrochen,broken
rechner,calculator
schimmel,mold
seaquest,Seaquest
hotdogs,hot dogs
komplott,plot
jana,Jana
vögelst,bird
vernichte,destroy
taille,waist
abkaufen,buy
täusche,deceive
totalen,total
geburtstage,birthday
tonband,tape
grundlagen,base
monstern,monsters
gerechtfertigt,justified
telefonate,calls
weitersuchen,search for
hinzugefügt,added
erwidert,replied
säule,pillar
foul,foul
dänen,Danish
hintereingang,back entrance
marcia,Marcia
jeanette,Jeanette
hurrikan,hurricane
trump,trump
antiken,ancient
corporation,corporation
zauberstab,Magic wand
verschlechtert,deteriorated
teleskop,telescope
torrente,torrent
verlangsamen,slow it down
glänzende,glossy
verabscheue,loathe
schachzug,move
zuversicht,confidence
fluchtweg,escape route
ertrag,yield
hui,hui
taverne,tavern
luftschleuse,air lock
gefühlvolle,soulful
überlasst,overmate
skywalker,skywalker
moor,moor
elektriker,electrician
genitalien,genitals
ausbreiten,spread
stones,Stones
binnen,within
rechtfertigt,justified
elanna,Elanna
anheben,lift
runterholen,get down
schweige,silence
preisgeben,disclose
bernardo,Bernardo
dottie,dottie
ahnst,guess
falk,falcon
burnett,burnet
everybody,everybody
bizarr,bizarre
fraser,frouser
aspekte,aspects
ramón,ramón
schummeln,cheat
toren,goals
unsern,ours
gemeinen,common
vernommen,interrogated
satans,Satan
pudel,poodle
wandel,change
fötus,fetus
umbringst,converted
seoul,Seoul
halluzination,hallucination
rekrutieren,recruit
stamme,tribe
fokus,focus
kreative,creative
neujahr,New Year
dünnen,thin
patrioten,patriots
bowlen,bowl
replikatoren,replicator
roberta,Roberta
krepieren,crop
schnupfen,sniffles
toms,tom
verdauen,digest
muschis,pussies
magisches,magical
bares,bares
zeitreisen,time travel
stande,stand
schlafmittel,sleeping pills
tölpel,tölpel
vierter,fourth
zeitlinie,timeline
had,had
stolpern,stumble
enkelkinder,grandchildren
verdeckte,covert
richtete,directed
urne,urn
hollis,hollis
verheimlichst,hidden
nerd,Nerd
generals,general
ekg,EKG
durchzuziehen,pull through
geregnet,rained
ausschlafen,sleep in
alpen,Alps
pence,pence
kinderwagen,stroller
ladet,loading
ungezogen,naughty
revanche,revenge
mika,Mika
tiny,Tiny
weismachen,make sure
zukünftiger,future
mamie,mum
cause,cause
verhältnisse,circumstances
rubel,ruble
baumwolle,cotton
erniedrigt,humiliated
warpantrieb,warp drive
moderner,modern
ramona,ramona
manu,manu
zählst,counting
vogelgezwitscher,twittering birds
studierst,study
spalten,columns
mcgill,McGill
asgard,Asgard
außenminister,Foreign Minister
angedeutet,indicated
gurke,cucumber
zelda,Zelda
dominique,dominique
lucius,Lucius
were,were
verpfeifen,whistle
auslachen,laugh at
lebenswerk,life's work
demokraten,Democrats
kaiserlichen,imperial
ncis,NCIS
quoten,quota
geheimnissen,secrets
freitags,Friday
ganoven,crook
tanzten,dancing
einlässt,indented
taktische,tactical
aufkreuzen,ruin
existierte,existed
cardassia,cardassia
zittere,tremor
havanna,Havana
vertreibt,drafted
anspruchsvoll,demanding
beendete,ended
rocken,rock
rubin,ruby
darla,Darla
hinwegkommen,get over
mind,at least
erbin,heiress
winkt,waves
internationaler,international
umzulegen,to change
brandt,brandy
nageln,nail
denkbar,conceivable
lilith,lilith
ausweisen,identify
mayo,mayo
türkisch,Turkish
erbarme,mercy
hinterwäldler,hillbilly
göttlichen,divine
gequatsche,chatter
lowell,Lowell
fonds,fund
aufgeschlossen,open minded
foley,foley
welpe,puppy
töchtern,daughters
abzulehnen,reject
hastig,hastily
pi,pi
bürgern,citizens
polizeisirene,police siren
anführerin,leader
zählte,counted
beschmutzt,dirty
zubereiten,prepare
vorschein,apparatus
pacific,Pacific
tyrannen,tyrant
trockner,dryer
kommandozentrale,command center
verzögern,delay
candace,candle
tollwut,rabies
hilton,Hilton
kes,kes
freigesetzt,released
lehn,fief
erreichten,reach
obelix,obelix
befriedigung,satisfaction
omas,granny
edwin,Edwin
janey,Janey
ufos,UFO
höhenangst,fear of altitude
grinst,grin
nikolai,Nikolai
alexandre,Alexandre
wahrscheinlicher,more likely
partnern,partners
joanne,Joanne
sicherheitsvorkehrungen,Security precautions
sammelte,collected
gallier,Gauls
reichsten,richest
ungemütlich,uncomfortable
pinguine,penguins
ledig,single
angestiftet,stunned
demonstranten,demonstrators
sorten,sorts
ever,Ever
wiesel,weasel
ambitionen,ambitions
verhaftungen,arrest
obendrein,on top of that
heftiger,violent
räuspern,clear
verbrannten,burned
irritiert,irritated
hotdog,hot dog
marken,Brands
gérard,Gérard
stute,mare
neutral,neutral
begnadigung,pardon
taiwan,Taiwan
ni,ni
heiterem,cheerful
krankenversicherung,Health insurance
abschuss,shooting
umsatz,sales volume
milz,spleen
pandora,pandora
verschenkt,gifted
kompletter,complete
transfer,transfer
pflegeheim,Nursing home
inneres,interior
teste,test
evil,evil
finsteren,darken
loretta,Loretta
unprofessionell,unprofessional
jamaika,Jamaica
pilar,pilar
syphilis,syphilis
georgina,Georgina
letztem,the last
simms,Simms
hervorragender,excellent
small,small
verzweifelten,desperate
sonnensystem,solar system
widerrufen,withdraw
durchmacht,go through
warschau,warsaw
jean-luc,Jean-Luc
ping,ping
losgelassen,let go
verlängert,extended
bee,bee
feinsten,finest
feldern,fields
vergewissern,make sure
moderator,moderator
romero,romero
entlastet,relieved
quote,quota
furchtlos,fearless
dahlia,Dahlia
pupillen,pupils
kommunismus,communism
wissenschaftlerin,scientist
kristalle,crystals
absender,sender
abgekommen,stray
lasen,read
austragen,deliver
polizeiwache,police station
nizza,Nice
cedric,cedric
mietvertrag,rental contract
sleepy,sleepy
gonzo,gonzo
anstecken,infect
krampf,cramp
waffenhändler,gun dealer
amerikanisch,American
bushaltestelle,Bus stop
erstklassige,first -class
turnhalle,gym
erniedrigend,humiliating
untergraben,undermine
trauerfeier,funeral service
unglaublicher,more incredible
schusslinie,line
buckingham,Buckingham
mondlicht,moonlight
waldes,forest
verkrampft,cramped
injiziert,injected
count,count
anzusprechen,To address
eröffne,open
akzeptierst,accepted
gestand,confess
theaterstück,play
budapest,Budapest
mitzubringen,bring along
belagerung,siege
statistiken,statistics
zweien,two
anstrengungen,exertion
hochstapler,high -stapler
praktizieren,practice
abschlussfeier,final ceremony
isolation,isolation
schmiere,lubricating
konkurrenten,competitor
nelle,nelle
verantwortliche,responsible
sonnen,to sunbathe
durchgeschnitten,cut across
sankt,sank
nichtsnutz,non -protection
vorbeikommt,Get by
kooperiert,cooperated
lausige,lousy
disney,Disney
nachtigall,nightingale
starre,rigid
unternimmt,undertaked
besitzerin,owner
linkes,left
sortieren,sort by
kel,kel
drähte,wires
äffchen,little monkey
ergehen,endure
dreieck,triangle
dünger,fertilizer
tätigkeit,task
mitzumachen,participate
essig,vinegar
lung,lung
bess,besides
angehängt,attached
schneidest,cutting test
unterstellt,subordinated
stressig,stressful
weißwein,White wine
ewing,ewing
dorn,mandrel
nachtrag,addendum
kästchen,casket
maximum,maximum
ständigen,permanent
wörterbuch,dictionary
deborah,Deborah
wolfe,wolf
sowjetischen,Soviet
ablenkungsmanöver,Distraying maneuvers
engsten,closest
beigetreten,joined
second,second
tasten,Keys
gepostet,posted
ro,roam
tatest,dab
aufgesucht,sought -after
brennende,burning end
ugh,ug
chemiker,Chemist
gestrigen,yesterday
shepard,shepard
joanie,Joanie
schaukel,Swing
twist,twist
brock,brock
minderjährig,minor
anmarsch,march
melbourne,melbourne
abartig,abnormal
rücksichtsvoll,considerate
hündin,female dog
unterlegen,inferior
doppelter,double
fabelhafte,fabulous
einzubrechen,break in
heftigen,violate
langweiler,boring
göre,brat
richtlinien,guidelines
ruin,ruin
blickwinkel,point of view
glücklichsten,happiest
ausgepackt,unpacked
decknamen,lid name
maxime,maxim
bescheuerten,stupid
materialien,materials
franken,franc
leoparden,leopard
enttäusche,discharge
weitermachst,continue
beurteilt,judged
üblicherweise,usually
beanspruchen,claim
hm-hm,Hm-MH
geldbörse,wallet
jor-el,Jor-El
maddox,Maddox
untreue,infidelity
cutter,cutter
letzt,last
clans,clan
maman,maman
abwasch,washing up
klaute,stone
milliardär,billionaire
taste,button
event,event
verkraftet,civilized
wameru,Wameru
emilie,Emilie
rammen,ram
besichtigen,view
kanns,can
70ern,70s
denis,denis
marissa,Marissa
muskel,muscle
bedauert,regretted
aussagt,said
merkten,noticed
baldwin,Baldwin
arbeitern,workers
hebräisch,Hebrew
dietrich,Lockpick
wessex,Wessex
auflösung,resolution
angelica,Angelica
ambulanz,ambulance
ereignet,occurred
ten,ten
niklas,Niklas
zurückgeblieben,remained
wiedersehe,see again
erreichst,achieved
erträgt,he wears
dev,devil
sportwagen,sports car
makellos,flawless
engeln,angel
gabby,Gabby
rindfleisch,beef
koran,Koran
gebäuden,buildings
tobt,raging
charlies,Charlies
folgendermaßen,as follows
leukämie,leukemia
cleo,cleo
körpern,bodies
archibald,Archibald
geilen,horny
lau,muzzle
frieda,Frieda
gekrochen,crawled
oslo,Oslo
jericho,Jericho
dane,Dane
helllichten,bright light
hochverrat,treason
hege,hue
drängeln,push
olympia,Olympics
wund,sore
paßt,fits
verschleppt,carried off
pot,pot
öi,Öi
ablehnung,rejection
gekillt,killed
banden,gang
zuhörst,listen
cosima,Cosima
abwischen,wipe off
erwähnst,mentioned
dobbs,Dobbs
towers,towers
hats,Has
ringt,wrestling
curry,curry
tödlicher,deadly
portugal,Portugal
verschollen,disappear
sizilien,Sicily
winziges,tiny
verbündet,allied
beschränken,restrict
vash,vash
edison,edison
ausging,ran out of
once,once
gläubigen,believer
bemerkenswerte,Remarkable
heiter,bright
statement,statement
schmücken,decorate
teilst,partially
überlegung,consideration
schob,pushed
weber,Weber
festmahl,feast
weggesperrt,locked up
stiehlst,steal
sommers,summer
schachmatt,chess matt
terminkalender,diary
wagte,dared
kiss,kiss
hexer,witch
knistern,crackle
cahill,cahill
mayer,Mayer
ausgerüstet,equipped
zurückhaltend,reserved
bowman,Bowman
gänse,goose
schutt,rubble
pinky,pinky
strafbar,punishable
hawks,Hawks
fröhlicher,happier
marathon,marathon
klone,clone
funke,spark
ziemliches,Quantity
80ern,80s
geheiligt,sacred
kryptonit,cryptonite
hypothese,hypothesis
polizeibericht,police report
marcos,Marcos
lebenslang,lifelong
istja,Isja
sprachst,speech
porzellan,porcelain
saat,seed
signorina,Signorina
grandios,terrific
entladen,unload
verliebe,fall in love with
weibt,false
auftragskiller,contract killer
nachdenkst,think about
anfordern,request
heisse,name is
handhaben,handle
slater,slater
oi,oi
curly,curly
appell,appeal
geheimnisvollen,mysterious
erwarteten,expected
fe,Fe
aberglaube,superstition
wechselte,changed
mdr,MDR
mao,Mao
erfreulich,gratifying
essex,essex
bestandteil,component
vi,vi
demütigend,humiliating
isis,ISIS
überholen,overtake
abgeordnete,deputy
verliebten,in love
thing,thing
beschwören,conjure up
diverse,various
zuteil,grant
vorschreiben,prescribe
künstlichen,artificial
graysons,Grayson
hütten,hut
kante,edge
gesetzeshüter,law enforcement officer
kenji,Kenji
vorsichtsmaßnahme,precaution
beneiden,envy
pitt,parliament
schlagzeug,Drums
zwangen,forced
laufbahn,career
rippchen,rib
physischen,physical
kleiderschrank,wardrobe
beglichen,haunted
zusagen,accept
saigon,Saigon
gebrüll,roar
statuen,statue
taugen,be good for
uwe,Uwe
hinführt,leads
carlotta,Carlotta
tschau,Tschau
magdalena,Magdalena
herüber,over
diesbezüglich,in this regard
isobel,isobel
jamal,Jamal
erfindungen,inventions
alaric,Alaric
statistik,statistics
always,always
teils,part
lorna,lorna
didi,Didi
rauscht,rush
susi,susi
personalabteilung,personnel department
mitkomme,co -troubleshooting
taliban,Taliban
vorgekommen,occurred
kreuzt,crossed
trauert,mourn
beschließt,Closes
beschuldigte,accused
zurückzuziehen,withdraw
nachgeforscht,researched
brech,break
kriminalpolizei,criminal police
britischer,British
lees,lees
ernest,Ernest
marv,marv
klopapier,toilet paper
tauchten,dive
gültig,valid
eduardo,Eduardo
versohlen,wallop
überfälle,raid
wiedergutzumachen,make up for
missachten,disregard
charmante,charming
zugewiesen,assigned
befanden,found
gisburne,Gisburn
huang,huang
geschehe,happen
traten,kicked
doreen,Doreen
checkt,checked
zaum,bridle
immunsystem,immune system
nägeln,nail
veteranen,veteran
telefonnummern,phone numbers
elton,Elton
authentisch,authentic
lüften,ventilate
betrog,cheated
weiterführen,continue
vorrücken,advance
moody,moody
weiterreden,talk further
sarkastisch,sarcastic
hangar,hangar
raste,rap
einmischung,interference
schuljahr,school year
löchern,holes
kraut,herb
lebhaft,lively
verlaub,false
erwartung,expectation
diesel,diesel
françoise,françoise
nachlass,estate
garrison,Garrison
sanatorium,sanatorium
uncool,not cool
romantiker,romantic
